date,SPY,QQQ,GLD,TIP,BIL
2006-11-15,98.9862,38.0648,61.84,59.906,72.6348
2006-11-16,99.2407,38.2287,61.31,59.571,72.6467
2006-11-17,99.269,38.2287,61.78,59.6906,72.6585
2006-11-20,99.3255,38.3064,61.77,59.7086,72.6867
2006-11-21,99.4245,38.3582,62.27,59.8043,72.6986
2006-11-22,99.6224,38.5998,62.5,59.882,72.7063
2006-11-23,99.6224,38.5998,62.5,59.882,72.7063
2006-11-24,99.2195,38.5308,63.5,60.0256,72.73
2006-11-27,97.8551,37.6765,63.7,60.1213,72.7582
2006-11-28,98.2792,37.7714,63.57,60.3306,72.766
2006-11-29,99.3043,38.0303,63.16,60.2529,72.7778
2006-11-30,99.3467,38.0044,64.39,60.4922,72.7897
2006-12-01,99.1276,37.6765,64.12,60.6836,72.7975
2006-12-04,99.884,38.1942,64.12,60.7015,72.8297
2006-12-05,100.3152,38.3323,63.81,60.6596,72.8415
2006-12-06,100.2304,38.1942,62.69,60.4503,72.8493
2006-12-07,99.7921,37.711,62.73,60.3665,72.8612
2006-12-08,99.9759,37.8836,62.05,60.1811,72.873
2006-12-11,100.2658,38.0216,62.57,60.3187,72.9053
2006-12-12,100.188,37.7973,62.52,60.3247,72.913
2006-12-13,100.294,37.8663,62.48,60.0854,72.9208
2006-12-14,101.1777,38.2891,62.12,60.0256,72.9327
2006-12-15,101.1866,38.3879,61,59.7265,72.9445
2006-12-18,100.9094,38.0078,61.04,59.6188,72.9727
2006-12-19,101.1013,37.8868,61.8,59.577,72.9804
2006-12-20,101.0445,37.7486,61.62,59.5411,72.9882
2006-12-21,100.6748,37.4807,61.38,59.6727,73.0001
2006-12-22,100.0564,37.0919,61.65,59.4274,73.0078
2006-12-25,100.0564,37.0919,61.65,59.4274,73.0078
2006-12-26,100.6464,37.2475,61.98,59.3915,73.0478
2006-12-27,101.3075,37.4375,62.22,59.1762,73.0597
2006-12-28,101.0942,37.2561,62.9,59.0685,73.0675
2006-12-29,100.6748,37.2907,63.21,59.0984,73.0956
2007-01-01,100.6748,37.2907,63.21,59.0984,73.0956
2007-01-02,100.6748,37.2907,63.21,59.0984,73.1112
2007-01-03,100.4971,37.3598,62.28,59.3556,73.123
2007-01-04,100.7104,38.0683,61.65,59.3975,73.1349
2007-01-05,99.9071,37.8868,60.17,59.23,73.1426
2007-01-08,100.3691,37.9127,60.48,59.2719,73.1667
2007-01-09,100.2838,38.1028,60.85,59.23,73.1745
2007-01-10,100.6179,38.5521,60.59,59.0805,73.1823
2007-01-11,101.0587,38.9496,60.63,58.8831,73.1941
2007-01-12,101.8264,39.1483,62.17,58.6438,73.2019
2007-01-15,101.8264,39.1483,62.17,58.6438,73.2019
2007-01-16,101.6274,39.1224,61.97,58.7455,73.2419
2007-01-17,101.6701,38.8027,62.64,58.7395,73.2497
2007-01-18,101.3288,38.0855,62.26,58.7814,73.2615
2007-01-19,101.5279,38.1633,63,58.8831,73.2693
2007-01-22,101.2151,37.7486,62.72,58.9788,73.2974
2007-01-23,101.5137,37.6535,64.23,58.9728,73.3093
2007-01-24,102.3312,38.2756,64.33,59.0506,73.317
2007-01-25,101.1298,37.7831,64.06,58.8711,73.3289
2007-01-26,101.0374,37.6449,64.1,58.8233,73.3407
2007-01-29,100.9805,37.6795,63.77,58.7635,73.3689
2007-01-30,101.5065,37.6967,64.22,58.9309,73.3767
2007-01-31,102.189,38.0769,64.83,59.236,73.3885
2007-02-01,102.8003,38.0337,65.22,59.0412,73.3963
2007-02-02,102.9425,38.1547,64.28,59.1463,73.4041
2007-02-05,102.971,38.1201,64.31,59.1762,73.4322
2007-02-06,102.9994,38.0596,64.79,59.1762,73.444
2007-02-07,103.2269,38.4139,64.63,59.2779,73.4518
2007-02-08,103.0918,38.4052,65.52,59.2181,73.4596
2007-02-09,102.3241,37.8782,66.12,59.0685,73.4714
2007-02-12,101.9757,37.7572,65.67,58.919,73.4996
2007-02-13,102.8359,37.8955,65.84,58.925,73.5073
2007-02-14,103.5112,38.5348,66.37,59.3138,73.5192
2007-02-15,103.6463,38.7595,66.41,59.2958,73.527
2007-02-16,103.5965,38.6299,66.36,59.4932,73.5388
2007-02-19,103.5965,38.6299,66.36,59.4932,73.5388
2007-02-20,103.8169,38.6039,65.31,59.4992,73.5788
2007-02-21,103.7743,39.0446,67.28,59.5829,73.5866
2007-02-22,103.6961,39.2433,67.15,59.5471,73.5984
2007-02-23,103.2909,39.1051,67.72,59.7205,73.6062
2007-02-26,103.1984,38.915,68.1,59.9718,73.6384
2007-02-27,99.1678,37.3166,65.41,60.5041,73.6502
2007-02-28,100.1843,37.4375,66.48,60.2409,73.658
2007-03-01,99.8857,37.2647,65.82,60.497,73.6699
2007-03-02,98.5777,36.7031,63.72,60.617,73.6817
2007-03-05,97.6394,36.418,62.93,60.575,73.7139
2007-03-06,99.3099,37.0228,64.15,60.491,73.7217
2007-03-07,99.2104,36.8759,64.3,60.581,73.7335
2007-03-08,100.0492,37.1265,64.48,60.527,73.7454
2007-03-09,100.0777,37.0919,64.25,60.2511,73.7531
2007-03-12,100.227,37.3339,64.37,60.3051,73.7854
2007-03-13,98.2792,36.6081,63.72,60.545,73.7972
2007-03-14,99.0114,37.1438,63.94,60.551,73.805
2007-03-15,99.1464,37.0574,63.98,60.533,73.8168
2007-03-16,98.8701,37.0286,64.62,60.569,73.8287
2007-03-19,100.062,37.409,64.74,60.563,73.8609
2007-03-20,100.6115,37.677,65.27,60.575,73.8686
2007-03-21,102.2673,38.4032,65.82,60.8029,73.8764
2007-03-22,102.1888,38.2649,65.76,60.623,73.8883
2007-03-23,102.3387,38.1439,65.15,60.581,73.896
2007-03-26,102.2031,38.2995,65.84,60.7969,73.9282
2007-03-27,101.9604,38.0315,65.7,60.7789,73.936
2007-03-28,101.2182,37.6251,66.05,60.695,73.9478
2007-03-29,101.3252,37.6684,65.65,60.617,73.9597
2007-03-30,101.3467,37.6338,65.74,60.605,73.9797
2007-04-02,101.4609,37.6857,65.85,60.6284,73.9997
2007-04-03,102.5528,38.1784,65.83,60.3635,74.0074
2007-04-04,102.667,38.3341,66.81,60.5562,74.0193
2007-04-05,102.9454,38.5243,66.86,60.5441,74.0311
2007-04-06,102.9454,38.5243,66.86,60.5441,74.0311
2007-04-09,103.0881,38.4292,66.53,60.2732,74.0711
2007-04-10,103.2094,38.628,67.16,60.4177,74.0829
2007-04-11,102.7883,38.2217,67.08,60.3214,74.0907
2007-04-12,103.2451,38.5243,66.99,60.3214,74.1025
2007-04-13,103.7162,38.6021,67.84,60.1709,74.1103
2007-04-16,104.7011,38.9565,68.4,60.3635,74.1425
2007-04-17,104.9794,39.043,68,60.3997,74.1544
2007-04-18,105.1079,38.9133,68.38,60.5983,74.1662
2007-04-19,105.0793,39.0344,67.53,60.5682,74.174
2007-04-20,106.0714,39.2505,68.7,60.5923,74.1858
2007-04-23,105.6717,39.311,68.26,60.7308,74.2139
2007-04-24,105.7145,39.5099,67.73,60.8331,74.2258
2007-04-25,106.6852,40.0372,67.89,60.8391,74.2335
2007-04-26,106.8065,40.2447,66.87,60.6706,74.2454
2007-04-27,106.7209,40.262,67.56,60.6826,74.2572
2007-04-30,105.8359,39.7346,67.09,61.0077,74.2894
2007-05-01,106.1071,39.6957,66.69,60.9981,74.3053
2007-05-02,106.728,40.1323,66.66,60.993,74.3172
2007-05-03,107.3061,40.2793,67.49,60.8419,74.3249
2007-05-04,107.7129,40.3139,68.19,60.8721,74.3327
2007-05-07,107.7343,40.3139,68.25,60.8298,74.3649
2007-05-08,107.5916,40.4003,67.88,60.9023,74.3727
2007-05-09,107.8842,40.4868,67.45,60.709,74.3845
2007-05-10,106.7566,39.9335,66,60.8419,74.3963
2007-05-11,107.6701,40.4436,66.45,60.7331,74.4041
2007-05-14,107.4346,40.1669,66.28,60.6364,74.4322
2007-05-15,107.4631,39.8557,66.54,60.4733,74.4441
2007-05-16,108.1983,40.2447,65.6,60.4129,74.46
2007-05-17,107.9841,40.0545,65.06,60.3887,74.4637
2007-05-18,108.9262,40.383,65.52,60.2316,74.4714
2007-05-21,108.8691,40.6424,65.67,60.3826,74.4955
2007-05-22,108.7835,40.677,65.22,60.147,74.4992
2007-05-23,108.7978,40.4868,65.54,60.1409,74.511
2007-05-24,107.8129,39.9075,64.75,60.2134,74.5188
2007-05-25,108.2625,40.1583,64.94,60.298,74.5306
2007-05-28,108.2625,40.1583,64.94,60.298,74.5306
2007-05-29,108.655,40.4695,65.07,60.1167,74.5706
2007-05-30,109.54,40.798,64.72,60.1711,74.5783
2007-05-31,109.4258,40.9882,65.54,60.2074,74.5783
2007-06-01,109.9683,41.0142,66.44,60.0059,74.5946
2007-06-04,109.9825,41.1353,66.54,60.1637,74.6109
2007-06-05,109.5472,41.1352,66.37,59.9452,74.6109
2007-06-06,108.3695,40.6943,66.41,59.9937,74.6435
2007-06-07,106.414,40.0631,65.26,59.4717,74.6272
2007-06-08,107.7986,40.556,64.22,59.581,74.6435
2007-06-11,107.9841,40.4781,64.7,59.4535,74.676
2007-06-12,106.8065,40.2361,64.1,59.0832,74.6109
2007-06-13,108.4052,40.677,64.53,59.3017,74.676
2007-06-14,109.0975,40.945,64.6,59.3381,74.7086
2007-06-15,109.7153,41.2968,64.85,59.5142,74.7737
2007-06-18,109.5863,41.3314,64.95,59.4656,74.79
2007-06-19,109.8587,41.3228,65.48,59.7813,74.79
2007-06-20,108.332,40.9334,65.04,59.5992,74.8063
2007-06-21,108.934,41.3055,64.56,59.5324,74.8063
2007-06-22,107.9091,40.9161,64.78,59.7752,74.8714
2007-06-25,107.393,40.7431,64.43,59.9148,74.8389
2007-06-26,106.2892,40.5095,63.62,59.7934,74.8552
2007-06-27,107.8015,41.1324,63.67,59.8238,74.8389
2007-06-28,107.7872,41.1151,64.26,59.7266,74.8714
2007-06-29,107.8231,41.1843,64.27,60.0848,74.904
2007-07-02,108.7979,41.5391,65.02,60.2591,74.9253
2007-07-03,109.1921,41.7986,64.74,60.0152,74.9253
2007-07-04,109.1921,41.7986,64.74,60.0152,74.9253
2007-07-05,109.0774,42.1015,64.42,59.7652,74.9253
2007-07-06,109.6508,42.2745,64.96,59.6372,74.9581
2007-07-09,109.7368,42.3005,65.38,59.8018,74.9744
2007-07-10,108.1743,41.9457,65.61,60.3018,74.9908
2007-07-11,108.9412,42.2312,65.44,60.0396,74.9908
2007-07-12,110.6614,42.8802,66.02,59.8384,75.0071
2007-07-13,110.9912,43.1743,66.03,59.9298,75.0235
2007-07-16,110.9768,43.1311,65.82,60.1127,75.0398
2007-07-17,110.9195,43.4599,65.75,60.0213,75.0725
2007-07-18,110.7188,43.4079,66.62,60.2957,75.0562
2007-07-19,111.1489,43.5377,67.01,60.3688,75.0725
2007-07-20,110.0235,43.3041,67.58,60.6005,75.1053
2007-07-23,110.3604,43.3214,67.47,60.4725,75.1053
2007-07-24,108.4466,42.6812,67.47,60.6615,75.1053
2007-07-25,108.6688,42.7417,66.9,60.8444,75.1252
2007-07-26,106.0957,42.3783,65.65,61.131,75.138
2007-07-27,104.0099,41.5218,65.41,61.1432,75.1707
2007-07-30,105.6369,42.0063,65.77,61.1554,75.1053
2007-07-31,104.4471,41.1238,65.79,61.4602,75.2034
2007-08-01,104.956,41.4439,65.93,61.2071,75.1796
2007-08-02,105.7946,41.8246,65.89,61.2377,75.196
2007-08-03,103.0709,41.0286,66.69,61.4275,75.1632
2007-08-06,104.7983,41.5045,66.52,61.0233,75.2453
2007-08-07,105.9165,41.7986,66.48,61.0307,75.2617
2007-08-08,107.393,42.2572,66.77,60.8028,75.2288
2007-08-09,104.2106,41.2795,65.46,60.9988,75.2945
2007-08-10,103.7232,40.9075,66.57,60.8641,75.3438
2007-08-13,104.0959,41.1843,66.26,61.1336,75.3602
2007-08-14,102.5047,40.4835,66.29,61.2071,75.3438
2007-08-15,101.0926,39.7135,66.13,61.2071,75.3602
2007-08-16,101.8524,39.402,64.68,61.3418,75.4588
2007-08-17,103.7232,40.0682,65.11,61.5133,75.508
2007-08-20,103.673,40.2586,65.12,61.5378,75.5737
2007-08-21,103.8808,40.6825,65.07,61.7522,75.5573
2007-08-22,105.1137,41.2362,65.4,61.6106,75.5573
2007-08-23,105.0205,41.1238,65.31,61.6419,75.508
2007-08-24,106.3179,41.7035,66.11,61.7215,75.4916
2007-08-27,105.3287,41.4266,65.98,61.795,75.3931
2007-08-28,103.0136,40.4402,65.59,61.9787,75.4752
2007-08-29,105.0348,41.5996,66.07,61.7215,75.5244
2007-08-30,104.7553,41.8159,65.8,61.991,75.5407
2007-08-31,105.7874,42.2832,66.52,61.9665,75.5244
2007-09-03,105.7874,42.2832,66.52,61.9665,75.5244
2007-09-04,106.8554,42.984,67.44,62.0152,75.5365
2007-09-05,105.9308,42.5514,67.56,62.3043,75.553
2007-09-06,106.1745,42.5168,68.86,62.169,75.553
2007-09-07,104.698,41.7294,69.39,62.8825,75.6024
2007-09-10,104.4973,41.7035,69.62,63.1162,75.6189
2007-09-11,105.7158,42.3351,70.52,63.1162,75.5365
2007-09-12,105.9881,42.3437,70.46,63.0923,75.6519
2007-09-13,106.7336,42.5514,70.08,62.7595,75.6354
2007-09-14,106.7264,42.586,69.99,62.7902,75.6848
2007-09-17,106.153,42.2312,70.97,63.0892,75.7178
2007-09-18,109.2781,43.3128,71.7,63.1347,75.6684
2007-09-19,109.9232,43.4079,71.43,62.9563,75.7013
2007-09-20,109.1491,43.2868,72.72,62.2489,75.6519
2007-09-21,109.442,43.5948,72.34,62.495,75.6848
2007-09-24,109.2404,43.7939,72.28,62.3966,75.7508
2007-09-25,109.0243,44.2095,72.33,62.2797,75.7673
2007-09-26,109.6005,44.4259,72,62.3412,75.6848
2007-09-27,110.2486,44.6509,72.7,62.7103,75.7013
2007-09-28,109.8813,44.5038,73.51,62.7595,75.6684
2007-10-01,111.12,45.0145,73.9,62.8981,75.7509
2007-10-02,110.9688,45.0232,72.35,62.9599,75.7019
2007-10-03,110.7455,44.7115,71.9,62.8425,75.7185
2007-10-04,110.9184,44.8154,72.87,62.9352,75.8012
2007-10-05,112.2362,45.7226,73.4,62.5646,75.7185
2007-10-08,111.6385,46.01,72.53,62.6758,75.8343
2007-10-09,112.6899,46.2092,73.09,62.4596,75.7847
2007-10-10,112.5027,46.3217,73.36,62.5028,75.8508
2007-10-11,111.9626,45.5859,73.91,62.3978,75.8376
2007-10-12,112.5819,46.339,74.59,62.3175,75.8508
2007-10-15,111.6313,45.9841,75.14,62.3175,75.8177
2007-10-16,110.7455,45.7676,75.12,62.4966,75.8674
2007-10-17,111.084,46.3563,74.5,62.8734,75.9003
2007-10-18,110.6807,46.5554,76,63.0587,75.9005
2007-10-19,107.7857,45.3954,75.7,63.596,75.9666
2007-10-22,108.4122,45.9408,74.6,63.4416,75.9336
2007-10-23,109.2908,46.9017,75.23,63.4663,75.9336
2007-10-24,109.0892,46.5467,75.52,63.7072,75.9666
2007-10-25,109.3484,45.9235,76.03,63.8863,75.9501
2007-10-26,110.6303,46.6852,77.69,63.8307,75.9172
2007-10-29,110.9976,46.8844,78.12,64.1086,75.9832
2007-10-30,110.227,46.9709,77.35,63.7934,75.9501
2007-10-31,111.372,47.6375,78.62,63.491,75.9587
2007-11-01,108.7651,46.7458,77.93,64.0715,76.0176
2007-11-02,108.8875,47.1094,79.83,64.4308,76.0674
2007-11-05,108.0593,46.8064,79.75,64.4618,76.0674
2007-11-06,109.5141,47.3345,81.43,64.468,76.0674
2007-11-07,106.5182,46.1832,82.24,64.5051,76.1171
2007-11-08,105.9781,44.7808,82.23,64.7034,76.0674
2007-11-09,104.5234,43.2832,82.18,65.2672,76.1337
2007-11-12,103.4863,42.1838,78.3,65.4778,76.1669
2007-11-13,106.6406,43.9238,79.12,64.8521,76.156
2007-11-14,106.3454,43.3611,80.28,64.8583,76.1173
2007-11-15,104.8114,43.1274,77.95,64.9946,76.1669
2007-11-16,104.9915,43.5256,77.75,65.1247,76.1669
2007-11-19,103.5295,43.0235,77.24,65.657,76.2001
2007-11-20,104.1633,43.1966,79.47,65.5893,76.2167
2007-11-21,102.0316,42.6859,79.36,66.1407,76.2499
2007-11-22,102.0316,42.6859,79.36,66.1407,76.2499
2007-11-23,103.796,43.1447,81.25,66.0973,76.2665
2007-11-26,101.5059,42.4002,81.3,66.8469,76.2167
2007-11-27,102.6726,43.2486,80.1,66.246,76.2831
2007-11-28,105.9565,44.5644,79.57,65.7504,76.2997
2007-11-29,105.9925,44.7548,78.28,66.1531,76.2501
2007-11-30,107.0583,44.4172,77.32,66.1035,76.2665
2007-12-03,106.3526,44.045,78.28,66.3236,76.2475
2007-12-04,105.402,43.8632,79.4,66.2054,76.2641
2007-12-05,107.1663,44.6423,78.63,65.5025,76.2641
2007-12-06,108.7003,45.2915,79.37,65.3035,76.2808
2007-12-07,108.6787,45.3002,78.6,64.9676,76.3474
2007-12-10,109.5212,45.482,80,64.8805,76.2974
2007-12-11,106.5182,44.4259,78.84,65.5896,76.3973
2007-12-12,107.5696,44.8241,80.49,65.3346,76.3807
2007-12-13,107.3464,44.5817,78.5,64.9365,76.4139
2007-12-14,105.9853,44.1229,78.52,64.893,76.364
2007-12-17,104.473,43.0495,78.13,65.3657,76.3906
2007-12-18,105.0563,43.2313,79.25,65.4341,76.3973
2007-12-19,105.0563,43.2313,79.24,65.8446,76.4301
2007-12-20,105.7188,44.0623,78.67,65.77,76.4639
2007-12-21,107.2351,44.9308,80.1,65.3719,76.4639
2007-12-24,108.0314,45.2688,80.14,65.1729,76.4639
2007-12-25,108.0314,45.2688,80.14,65.1729,76.4639
2007-12-26,108.263,45.4941,81.52,64.8868,76.4306
2007-12-27,106.902,45.0001,81.56,65.3167,76.4639
2007-12-28,106.6342,44.9395,83,65.7105,76.4622
2007-12-31,105.8451,44.3849,82.46,66.1419,76.4455
2008-01-01,105.8451,44.3849,82.46,66.1419,76.4455
2008-01-02,104.9185,43.7176,84.86,66.667,76.5123
2008-01-03,104.8678,43.865,85.57,66.8921,76.4622
2008-01-04,102.2979,41.9412,85.13,66.8733,76.4462
2008-01-07,102.211,41.7419,84.77,66.8608,76.5121
2008-01-08,100.5605,40.6587,86.78,66.9108,76.4588
2008-01-09,101.6174,41.5253,86.5499,66.8608,76.4121
2008-01-10,102.2834,41.5859,88.25,66.5607,76.4462
2008-01-11,101.4581,40.7714,88.58,67.0546,76.4789
2008-01-14,102.2762,41.4819,89.5399,67.3359,76.5457
2008-01-15,100.0248,40.3381,87.99,67.6798,76.529
2008-01-16,99.1633,39.9048,86.7,67.2797,76.529
2008-01-17,96.5933,39.3502,86.5001,67.7673,76.4957
2008-01-18,95.6016,39.2982,87.42,67.8298,76.5457
2008-01-21,95.6016,39.2982,87.42,67.8298,76.5457
2008-01-22,94.6315,38.2843,88.1699,68.3424,76.579
2008-01-23,96.9046,38.1457,87.89,68.1799,76.6625
2008-01-24,97.7227,38.9169,90.08,67.7173,76.6959
2008-01-25,96.311,38.1197,90.3,68.2674,76.6124
2008-01-28,97.9037,38.4143,91.75,68.1861,76.6458
2008-01-29,98.3887,38.4837,91.15,68.1611,76.7126
2008-01-30,97.6648,38.449,92.0601,68.1737,76.746
2008-01-31,99.4456,39.1076,91.4,68.505,76.7527
2008-02-01,101.0455,39.5061,89.3499,68.543,76.7381
2008-02-04,99.7714,38.9516,89.1,68.1471,76.7548
2008-02-05,97.1001,37.8423,87.68,68.4738,76.7046
2008-02-06,96.3183,37.0972,88.9499,68.3921,76.7715
2008-02-07,96.9553,37.3571,89.85,67.575,76.7548
2008-02-08,96.3327,37.7817,91,68.2539,76.7548
2008-02-11,96.825,38.189,91.33,68.4298,76.7715
2008-02-12,97.7227,37.9724,89.33,68.3042,76.7548
2008-02-13,98.7217,38.8043,89.44,67.6821,76.7715
2008-02-14,97.853,38.1024,89.71,67.2297,76.7883
2008-02-15,97.8313,37.9724,89.15,67.569,76.7883
2008-02-18,97.8313,37.9724,89.15,67.569,76.7883
2008-02-19,98.1064,37.9031,91.58,67.1819,76.7883
2008-02-20,98.3959,38.0764,93.24,67.4025,76.7548
2008-02-21,97.5779,37.7124,93.25,67.8266,76.8217
2008-02-22,98.1787,37.8511,93.39,67.6381,76.8217
2008-02-25,99.4167,38.0417,92.74,67.2988,76.7883
2008-02-26,100.1623,38.189,93.71,67.7449,76.8385
2008-02-27,100.061,38.3797,94.78,67.858,76.8552
2008-02-28,99.0836,38.2324,95.99,68.7566,76.8552
2008-02-29,96.8757,37.2185,96.18,69.4792,76.872
2008-03-03,96.644,36.9759,97.24,69.4518,76.9
2008-03-04,96.2748,37.1838,95.18,69.294,76.9
2008-03-05,96.8829,37.3657,97.72,69.2497,76.8832
2008-03-06,94.8776,36.5426,96.5,69.6222,76.9167
2008-03-07,93.9004,36.4559,96.09,69.8811,76.9167
2008-03-10,92.6624,35.754,95.87,70.4051,76.9167
2008-03-11,95.9925,37.1146,95.99,69.7233,76.9167
2008-03-12,95.0948,37.0105,97.01,70.3925,76.9335
2008-03-13,95.3048,37.2965,98.34,69.9379,76.9167
2008-03-14,93.828,36.6119,98.71,70.0942,77.0174
2008-03-17,92.8796,35.9447,99.17,69.3445,77.0013
2008-03-18,96.7381,37.5478,96.5,69.2687,77.0844
2008-03-19,94.3419,36.6206,93.0399,69.5592,77.1012
2008-03-20,96.0808,37.368,89.9128,69.7106,77.0844
2008-03-21,96.0808,37.368,89.9128,69.7106,77.0844
2008-03-24,98.0012,38.66,90.1001,68.4796,77.0174
2008-03-25,98.0958,38.8769,92.73,68.3659,76.967
2008-03-26,96.8955,38.7642,93.8,68.568,77.0174
2008-03-27,96.59,37.9057,93.46,68.7068,77.0341
2008-03-28,95.6661,37.7149,91.88,69.2182,76.967
2008-03-31,96.0008,37.9143,90.41,69.3824,77.0509
2008-04-01,99.3761,39.536,86.8599,68.7814,77.0013
2008-04-02,99.4416,39.4493,89.27,68.7838,77.0013
2008-04-03,99.6889,39.536,89.42,68.7584,77.0013
2008-04-04,99.5798,39.7702,90.25,69.1521,77.0349
2008-04-07,99.6307,39.6834,91.17,68.9934,77.0013
2008-04-08,99.5289,39.3799,90.35,68.8727,77.0517
2008-04-09,98.8087,38.9376,92.29,69.3299,77.0517
2008-04-10,98.9469,39.4926,91.77,69.0315,77.0519
2008-04-11,97.0265,38.4,91.3,69.5458,77.0517
2008-04-14,96.6991,38.2265,91.11,69.3299,77.0853
2008-04-15,96.9246,38.2786,91.66,69.0759,77.0853
2008-04-16,99.5507,39.3452,93.27,68.6504,77.0349
2008-04-17,99.6962,39.2585,92.56,68.3647,77.0349
2008-04-18,100.7364,40.5073,90.62,68.3012,76.9845
2008-04-21,100.7873,40.7935,90.25,68.3266,77.0181
2008-04-22,100.3436,40.1864,90.27,68.498,77.0349
2008-04-23,100.1836,40.6287,89.22,68.2885,77.0349
2008-04-24,100.62,40.9929,87.22,67.6713,77.0517
2008-04-25,101.5512,40.8888,87.27,67.5773,77.0517
2008-04-28,101.573,40.9669,87.69,67.6916,77.0013
2008-04-29,101.1729,41.2791,85.81,67.6979,77.0853
2008-04-30,100.5764,40.9409,86.65,68.0154,77.0013
2008-05-01,102.6569,42.233,83.99,67.9671,77.0584
2008-05-02,102.9406,42.2937,84.58,67.7949,77.0079
2008-05-05,102.4459,42.1723,86.27,67.9543,77.0281
2008-05-06,103.3334,42.4325,86.63,67.902,76.9911
2008-05-07,101.493,41.6607,85.82,68.0693,77.0415
2008-05-08,101.2311,41.9729,87.24,68.5728,77.0079
2008-05-09,101.0419,41.8081,87.42,68.7577,77.0415
2008-05-12,102.1768,42.5712,86.99,68.6493,77.0415
2008-05-13,102.1913,42.684,85.3901,68.1328,77.0079
2008-05-14,102.4023,42.5886,85.2,68.1966,77.0079
2008-05-15,103.6826,43.3344,87,68.6876,77.0079
2008-05-16,103.7771,43.369,89.1001,68.6876,77.0247
2008-05-19,104.0608,43.0569,89.39,68.9044,77.0247
2008-05-20,103.217,42.7273,90.9,69.3182,76.9911
2008-05-21,101.4711,41.7821,91.96,69.3954,76.9913
2008-05-22,101.4857,41.9295,90.98,68.9108,77.0415
2008-05-23,100.1254,41.7994,91.23,69.1786,77.0415
2008-05-26,100.1254,41.7994,91.23,69.1786,77.0415
2008-05-27,100.8674,42.5365,89.36,68.7003,77.0415
2008-05-28,101.3329,42.71,89.14,68.0818,77.0752
2008-05-29,101.8421,43.0916,86.51,67.8204,77.0415
2008-05-30,102.0967,43.3691,87.45,68.0882,77.0752
2008-06-02,101.0419,42.8401,87.96,68.3149,77.1379
2008-06-03,100.4527,42.6059,86.88,68.3149,77.1379
2008-06-04,100.4018,43.1523,86.65,67.9615,77.121
2008-06-05,102.4095,43.8374,86.45,67.7494,77.0705
2008-06-06,99.1433,42.5192,89.06,68.5784,77.0874
2008-06-09,99.3834,42.2937,87.987,68.2185,77.121
2008-06-10,98.8887,42.0943,85.55,67.8522,77.1715
2008-06-11,97.4338,41.0883,87.02,67.9808,77.222
2008-06-12,97.8048,41.123,85.6,67.3446,77.1715
2008-06-13,99.0415,41.9468,85.83,67.3382,77.2217
2008-06-16,99.0997,42.3197,87.01,67.5052,77.222
2008-06-17,98.6196,42.0943,87.25,67.698,77.2089
2008-06-18,97.6593,41.6433,88.28,68.0643,77.2389
2008-06-19,97.783,42.2937,88.42,67.6402,77.2308
2008-06-20,96.2039,41.1528,88.95,67.8586,77.2557
2008-06-23,96.1088,40.8317,87.09,67.8587,77.2557
2008-06-24,95.9187,40.6235,87.47,68.2699,77.2557
2008-06-25,96.372,41.283,87.42,68.3213,77.2725
2008-06-26,93.7545,39.6168,90.61,68.9125,77.2725
2008-06-27,93.2427,39.6168,91.47,69.2403,77.3062
2008-06-30,93.5718,39.2002,91.4,69.3045,77.2624
2008-07-01,93.8642,39.7556,92.66,69.3217,77.2822
2008-07-02,92.2557,38.801,93.17,69.7552,77.2822
2008-07-03,92.3507,38.7316,92.06,69.9363,77.2822
2008-07-04,92.3507,38.7316,92.06,69.9363,77.2822
2008-07-07,91.4076,38.9659,91.23,69.904,77.2654
2008-07-08,93.0307,39.8945,90.86,69.8522,77.2317
2008-07-09,91.2394,38.8357,91.5,70.2598,77.2485
2008-07-10,91.6123,39.2957,93.53,70.2533,77.3161
2008-07-11,90.5448,38.6708,95.16,69.6193,77.3665
2008-07-14,89.7259,38.3844,95.91,70.1369,77.3665
2008-07-15,88.4611,38.3931,96.17,70.0916,77.3833
2008-07-16,90.6326,39.3477,94.44,69.7358,77.4002
2008-07-17,91.5392,39.6081,94.22,69.2829,77.2822
2008-07-18,92.1095,38.6969,94.17,68.9659,77.3833
2008-07-21,92.1606,38.8617,95.12,68.9788,77.3159
2008-07-22,93.2062,38.8617,93.06,68.6489,77.353
2008-07-23,93.7107,39.3738,90.57,68.1831,77.3833
2008-07-24,91.7658,38.7836,91.33,68.6683,77.3665
2008-07-25,91.7439,39.287,91.69,68.196,77.3833
2008-07-28,90.3986,38.5493,91.73,68.7783,77.3833
2008-07-29,92.3288,39.3477,90.59,68.3124,77.3833
2008-07-30,93.9739,39.5473,89.52,68.5971,77.4002
2008-07-31,92.7309,39.4519,90.08,68.8818,77.4002
2008-08-01,92.2411,38.9485,89.57,69.1497,77.377
2008-08-04,91.3856,38.558,88.14,68.9539,77.3937
2008-08-05,93.8496,39.8598,86.08,68.5819,77.4065
2008-08-06,94.2663,40.4672,86.64,68.4057,77.3768
2008-08-07,92.8625,40.1548,86.09,69.1105,77.4275
2008-08-08,94.588,41.0661,84.43,69.0211,77.4106
2008-08-11,95.5678,41.4392,81.13,68.3991,77.4275
2008-08-12,94.5734,41.4826,80.52,68.7189,77.3768
2008-08-13,94.0031,41.3958,81.56,68.7124,77.4443
2008-08-14,94.7123,41.8731,79.35,69.0648,77.4275
